title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,post_number
Northwest Arkansas #854,mcl-det-854-ar,local,Det 854,mcl_ar_05119,MCL,world-war-1,,AR,arkansas,Benton County,,ar_05007,Nonprofits at St. Mary's 1200 West Walnut,Rogers,72756,36.461736,-94.244391,True,479-283-6375,das208@cox.net,,854
Sidney S McMath/Razorback #532,mcl-det-532-ar,local,Det 532,mcl_ar_05119,MCL,world-war-1,,AR,arkansas,Saline County,,ar_05125,VFW: 4210 East Kiel Ave Sherwood,AR 72120,,34.756893,-92.344328,True,501-339-4690,shapterhouse@sbcglobal.net,,532
Texarkana #1149,mcl-det-1149-ar,local,Det 1149,mcl_ar_05119,MCL,world-war-1,,AR,arkansas,Miller County,,ar_05091,VFW Post 4562,4700 East 9th Street,,33.429127,-93.983251,True,903-244-8192,jmcintyre203@gmail.com,MCL1149.org,1149
Thomas A Payne #1248,mcl-det-1248-ar,local,Det 1248,mcl_ar_05119,MCL,world-war-1,,AR,arkansas,Crawford County,,ar_05033,Historic Fort Chaffee,12112 Redwood DR,,35.32411,-94.370535,True,,Wilson422003@yahoo.com,,1248
Brian A Terry #1126,mcl-det-1126-az,local,Det 1126,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Santa Cruz County,,az_04023,American Legion Post #109: Corona De Tucson AZ,,,31.900304,-110.999833,True,956-455-8939,uribejuan@mcl1126.org,,1126
Casa Grande #901,mcl-det-901-az,local,Det 901,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Pinal County,,az_04021,VFW POST 1677 111 E 2ND ST,Casa Grande,85122,32.891948,-111.754774,True,520-252-3984,rrsmith008@gmail.com,,901
Copper State Det #906,mcl-det-906-az,local,Det 906,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Yavapai County,,az_04025,VFW Post 10227 3850 N US Hwy 89,Prescott,86301,34.578157,-112.352219,True,928-273-2088,jstanleysr1@yahoo.com,,906
Cpl G Salcido #1204,mcl-det-1204-az,local,Det 1204,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Cochise County,,az_04003,150 W 5th St,Benson,85602,31.967682,-110.298905,True,520-208-0463,joannes5@msn.com,,1204
Cpl Phil Yin #1439,mcl-det-1439-az,local,Det 1439,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Maricopa County,,az_04013,American Legion: 16837 E Parkview Ave,Fountain Hills,85268-4160,33.605085,-111.716501,True,602-402-9200,dnelly@cox.net,,1439
Dean W Reiter #887,mcl-det-887-az,local,Det 887,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Mohave County,,az_04015,225 E Oak Street,Kingman,86402,35.19111,-114.054623,True,(928) 279-5807,commandant@mcl887.org,,887
East Valley Marines #1296,mcl-det-1296-az,local,Det 1296,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Maricopa County,,az_04013,American Legion Post 91,922 N Alma School Rd,,33.227886,-111.872707,True,602-725-8762,kitwells@cox.net,,1296
Ira Hayes #2,mcl-det-2-az,local,Det 2,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Maricopa County,,az_04013,A.L. Post 41: 215 S 2nd Ave,Phoenix,85003,33.44479,-112.076092,True,602-472-8964,srestrella85@gmail.com,,2
Joshua Lucero #1469,mcl-det-1469-az,local,Det 1469,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Santa Cruz County,,az_04023,,,,32.212972,-110.823753,True,708-825-3869,ejbaracree@gmail.com,,1469
Lake Havasu #757,mcl-det-757-az,local,Det 757,mcl_az_04013,MCL,world-war-1,,AZ,arizona,La Paz County,,az_04012,3532 McCulloch Blvd,Lake Havasu,86403,34.496808,-114.286736,True,928-486-9820,ranslo@hotmail.com,,757
Marana Nighthawk 72 #1344,mcl-det-1344-az,local,Det 1344,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Pinal County,,az_04021,Barnfire Mesquite Grill: 8310 N Thornydale Rd,Tucson,85741,32.35759,-111.045461,True,520-253-0426,tomtm4a1@gmail.com,,1344
Old Breed #767,mcl-det-767-az,local,Det 767,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Maricopa County,,az_04013,DAV #20 8447 N 61st Ave,Glendale,85302,33.559698,-112.189461,True,928-345-8545,m.kudla@yahoo.com,,767
Pvt Joe Hardt #818,mcl-det-818-az,local,Det 818,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Gila County,,az_04007,52 E Greenback Rd,Tonto Basin,85553,33.873088,-111.314869,True,928-479-2749,mareh43@aol.com,,818
Rim Country #928,mcl-det-928-az,local,Det 928,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Gila County,,az_04007,Elks Lodge NO 2154,1206 N. Beeline Hwy,,34.256533,-111.323614,True,951326-6922,grdusmc@yahoo.com,,928
Saguaro #554,mcl-det-554-az,local,Det 554,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Pinal County,,az_04021,VFW Post 9399 133 N Saguaro Dr Apache Junction,AZ 85120,,33.406116,-111.720258,True,630-674-5077,usmc.snicker@att.net,,554
San Francisco Peaks #912,mcl-det-912-az,local,Det 912,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Coconino County,,az_04005,VFW POST 1709 409 W. Santa Fe Ave,Flagstaff,86001,35.198875,-111.654086,True,562-405-6397,vmfamarine1998@yahoo.com,,912
Scottsdale Marines # 1479,mcl-det-0-az,local,Det 0,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Maricopa County,,az_04013,9375 E Bell Rd,Scottsdale,85259,33.4792,-111.93865,True,312-771-3280,csenne@carlsenne.com,,0
Southeastern Arizona #1212,mcl-det-1212-az,local,Det 1212,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Graham County,,az_04009,American Legion Post 32 531 11th Ave  Safford,AZ 85546,,32.831898,-109.705816,True,(928) 428-4344,,,1212
Southwest Valley #1245,mcl-det-1245-az,local,Det 1245,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Maricopa County,,az_04013,18648 W McNeil St,Goodyear,85338,33.449859,-112.3411,True,480-710-2232,69usmc@cox.net,,1245
Territorial #635,mcl-det-635-az,local,Det 635,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Yuma County,,az_04027,American Legion Post #19 2575 Virginia Drive,Yuma,85364,32.680901,-114.621894,True,928-246-3233,wgquirk@roadrunner.com,,635
Thunder Mountain #1283,mcl-det-1283-az,local,Det 1283,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Santa Cruz County,,az_04023,1838 Paseo San Luis,Sierra Vista,85636,31.545942,-110.256679,True,818-419-3098,chemo38@gmail.com,,1283
Tucson #7,mcl-det-7-az,local,Det 7,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Santa Cruz County,,az_04023,216 E 29th St,Tucson,85713,32.199379,-110.966441,True,520-244-7225,ecsabori@gmail.com,,7
Verde Valley #1176,mcl-det-1176-az,local,Det 1176,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Yavapai County,,az_04025,American Legion Post #25 480 S Calvary Way,Cottonwood,86326,34.74018,-112.01377,True,928-301-7358,keithvogler@gmail.com,,1176
White Tank Mountain #1246,mcl-det-1246-az,local,Det 1246,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Maricopa County,,az_04013,Surprise Public Library: 16089 N Bullard Ave,Surprise,85374,33.642011,-112.367373,True,847-363-0677,zik337@aol.com,,1246
Wild West #1152,mcl-det-1152-az,local,Det 1152,mcl_az_04013,MCL,world-war-1,,AZ,arizona,Cochise County,,az_04003,American Legion Post 24: 205 E Allen St,Tombstone,85638,31.713495,-110.069294,True,941-724-1978,labutegw8@gmail.com,,1152
1496 The Big Stick,mcl-det-0-ca,local,Det 0,mcl_ca_06019,MCL,world-war-1,,CA,california,Orange County,,ca_06059,250 S Harbor Blvd San Pedro,CA 90731,,33.74182,-118.27938,True,562-355-5489,commandantbigstick1496@gmail.com,,0
Antelope Valley #930,mcl-det-930-ca,local,Det 930,mcl_ca_06019,MCL,world-war-1,,CA,california,Los Angeles County,,ca_06037,42630 10th St West Unit 1,Lancaster,93534,34.672598,-118.15189,True,661-341-8239,commandant930@gmail.com,,930
Big Bear Valley #1038,mcl-det-1038-ca,local,Det 1038,mcl_ca_06019,MCL,world-war-1,,CA,california,San Bernardino County,,ca_06071,Denny's Meeting Room: 41196 Big Bear Blvd.,Big Bear Lake,92315,34.267347,-116.814955,True,(909) 725-1326,Richbenefits@earthlink.net,,1038
Bill King Modesto #19,mcl-det-19-ca,local,Det 19,mcl_ca_06019,MCL,world-war-1,,CA,california,Stanislaus County,,ca_06099,3500 Coffee Rd Suite 15,Modesto,95355-1315,37.631312,-120.967791,True,209-557-6523,michaelpelucca@sbcglobal.net,,19
Camp J H Pendleton Detachment #21,mcl-det-21-ca,local,Det 21,mcl_ca_06019,MCL,world-war-1,,CA,california,San Diego County,,ca_06073,Veterans Association of North County: 1617 Mission Ave,Oceanside,92672,33.202309,-117.367264,True,760-270-7369,dvldgleja@aol.com,,21
Chosan #11,mcl-det-11-ca,local,Det 11,mcl_ca_06019,MCL,world-war-1,,CA,california,Los Angeles County,,ca_06037,VFW 8070: 250 E 1st St,Azusa,91702,34.088575,-117.956037,True,9093315797,jrodusmc69@verizon.net,,11
Coastal Valleys #1340,mcl-det-1340-ca,local,Det 1340,mcl_ca_06019,MCL,world-war-1,,CA,california,San Luis Obispo County,,ca_06079,Santa Maria Veterans Memorial Building,313 W Tunnel St,,34.95756,-120.439472,True,(805) 453-0173,bigwallace@comcast.net,,1340
Col Mitchell Paige #1207,mcl-det-1207-ca,local,Det 1207,mcl_ca_06019,MCL,world-war-1,,CA,california,San Diego County,,ca_06073,Chula Vista Veterans Home: 700 E Naples Ct,Chula Vista,91911,32.621231,-117.023626,True,619-206-8680,motovated@yahoo.com,,1207
Coronado #1468,mcl-det-1468-ca,local,Det 1468,mcl_ca_06019,MCL,world-war-1,,CA,california,San Diego County,,ca_06073,557 Orange Ave,Coronado,92118,32.69184,-117.175888,True,619-990-5986,pjd92118@gmail.com,,1468
Cpl Aaron M Allen #1459,mcl-det-1459-ca,local,Det 1459,mcl_ca_06019,MCL,world-war-1,,CA,california,Orange County,,ca_06059,Elks Lodge 663 New York Street,Redlands,92374,34.061489,-117.196639,True,909-648-6822,rramirezusmc@gmail.com,,1459
Cpl Jason L Dunham MOH #1156,mcl-det-1156-ca,local,Det 1156,mcl_ca_06019,MCL,world-war-1,,CA,california,Riverside County,,ca_06065,75200 Classic Club Blvd,Palm Desert,92211,33.747376,-116.308431,True,951-381-1978,Nichelleawebb@gmail.com,,1156
Cpl M Lee Wynne #1032,mcl-det-1032-ca,local,Det 1032,mcl_ca_06019,MCL,world-war-1,,CA,california,San Diego County,,ca_06073,136 Chambers St,El Cajon,92020,32.795844,-116.966902,True,619-368-0730,Roberttimby@hotmail.com,,1032
Delta Diablo #1155,mcl-det-1155-ca,local,Det 1155,mcl_ca_06019,MCL,world-war-1,,CA,california,Contra Costa County,,ca_06013,757 1st Street,Brentwood,94513,37.933415,-121.695794,True,(925) 325-2575,Donald.Hester@mcl1155.org,,1155
Elk Grove #1238,mcl-det-1238-ca,local,Det 1238,mcl_ca_06019,MCL,world-war-1,,CA,california,Sacramento County,,ca_06067,Veterans Memorial Hall:  8230 Civic Center Dr.,STE 100,,38.377264,-121.356625,True,916-747-5913,rpachecho916@gmail.com,,1238
Fresno #14,mcl-det-14-ca,local,Det 14,mcl_ca_06019,MCL,world-war-1,,CA,california,Fresno County,,ca_06019,808 4th St,Clovis,93612,36.82489,-119.698718,True,559-250-7551,steffonh@att.net,,14
Gen J C Breckenridge #10,mcl-det-10-ca,local,Det 10,mcl_ca_06019,MCL,world-war-1,,CA,california,San Francisco County,,ca_06075,757 San Mateo Ave,San Bruno,94066,37.629492,-122.411576,True,707-235-1900,bill.nay@comcast.net,,10
Gold Country #885,mcl-det-885-ca,local,Det 885,mcl_ca_06019,MCL,world-war-1,,CA,california,Yuba County,,ca_06115,Grass Valley Veterans Building: 225 South Auburn St.,Grass Valley,95945,39.214272,-121.061322,True,(H) 530-432-3763 (C) 530-460-9265,joealves51@yahoo.com,,885
Golden Empire #714,mcl-det-714-ca,local,Det 714,mcl_ca_06019,MCL,world-war-1,,CA,california,Kern County,,ca_06029,5350 S Union Ave,Bakersfield,93311,35.3053,-119.002352,True,661-496-6302,mcleague714usmc@gmail.com,,714
Griswold Mountain #1121,mcl-det-1121-ca,local,Det 1121,mcl_ca_06019,MCL,world-war-1,,CA,california,Madera County,,ca_06039,40045 Indian Springs Road,Oakhurst,93644,37.330335,-119.63807,True,(559) 683-4292,devldog1@yahoo.com,,1121
Hallam #1486,mcl-det-1486-ca,local,Det 1486,mcl_ca_06019,MCL,world-war-1,,CA,california,Solano County,,ca_06095,Vacaville Veteran's Memorial Building: 549 Merchant St.,Vacaville,95688,38.407405,-122.012778,True,707-365-2419,simplyspring@comcast.net,,1486
Kings County #455,mcl-det-455-ca,local,Det 455,mcl_ca_06019,MCL,world-war-1,,CA,california,Kings County,,ca_06031,Fleet Reserve #261,788 East D Street,,36.326394,-119.646031,True,559-381-2147,albertsoto.559@gmail.com,,455
Los Angeles-West Valley #1490,mcl-det-1490-ca,local,Det 1490,mcl_ca_06019,MCL,world-war-1,,CA,california,Los Angeles County,,ca_06037,VFW Post #2805 8107 Canoga Ave,Canoga Park,91304,34.217438,-118.597682,True,818-857-6731,dafoxusmc@gmail.com,,1490
Lt Frank Reasoner #919,mcl-det-919-ca,local,Det 919,mcl_ca_06019,MCL,world-war-1,,CA,california,Alameda County,,ca_06001,1105 Bancroft Ave,San Leandro,94577,37.728668,-122.148762,True,510-635-6400,koc.m.diaz@sbcglobal.net,,919
MCAS El Toro #17,mcl-det-17-ca,local,Det 17,mcl_ca_06019,MCL,world-war-1,,CA,california,Orange County,,ca_06059,14582 Beach Blvd,Midway City,92655,33.750628,-117.989046,True,562-544-8731,commandant017@gmail.com,,17
Monterey Bay#711,mcl-det-711-ca,local,Det 711,mcl_ca_06019,MCL,world-war-1,,CA,california,Santa Cruz County,,ca_06087,,,,36.599988,-121.843203,True,831-424-2004,marine711@aol.com,,711
Mother Lode #1080,mcl-det-1080-ca,local,Det 1080,mcl_ca_06019,MCL,world-war-1,,CA,california,Amador County,,ca_06005,VFW Hall: 207 S. Amador St.,Ione,95685,38.375937,-120.801282,True,209-293-3331,tomcorrea11156@gmail.com,,1080
Mt. Diablo #942,mcl-det-942-ca,local,Det 942,mcl_ca_06019,MCL,world-war-1,,CA,california,Contra Costa County,,ca_06013,Veterans Memorial of San Ramon Valley,400 Hartz Ave.,,37.821672,-121.999436,True,707-761-7306,colkauer@comcast.net,http://mcldet942.org,942
Napa Valley #870,mcl-det-870-ca,local,Det 870,mcl_ca_06019,MCL,world-war-1,,CA,california,Napa County,,ca_06055,American Legion,1240 Pearl St,,38.323055,-122.24928,True,707-339-2727,napaveteran@gmail.com,,870
PFC Eugene A Obregon (MOH) #1347,mcl-det-1347-ca,local,Det 1347,mcl_ca_06019,MCL,world-war-1,,CA,california,Los Angeles County,,ca_06037,4615 E Cesar Chavez,Los Angeles,90022,34.04083,-118.1666,True,(213) 220-0784,ivaniausmc@gmail.com,,1347
Placer Bulldogs #1247,mcl-det-1247-ca,local,Det 1247,mcl_ca_06019,MCL,world-war-1,,CA,california,Placer County,,ca_06061,100 East Avenue,Auburn,95603,38.898771,-121.07531,True,707-592-1599,ricochip@sbcglobal.net,,1247
President Ronald Reagan #597,mcl-det-597-ca,local,Det 597,mcl_ca_06019,MCL,world-war-1,,CA,california,Los Angeles County,,ca_06037,Elks Lodge #2492: 1561 Kuehner Dr.,Simi Valley,93063,34.265627,-118.659851,True,(818) 259-2119,,,597
SSgt Sky Mote #697,mcl-det-697-ca,local,Det 697,mcl_ca_06019,MCL,world-war-1,,CA,california,El Dorado County,,ca_06017,VETERANS' HALL: 130 PLACERVILLE DR.,PLACERVILLE,95667,38.725343,-120.834756,True,916-952-7488,jthuesen@aol.com,,697
Sacramento #23,mcl-det-23-ca,local,Det 23,mcl_ca_06019,MCL,world-war-1,,CA,california,Sacramento County,,ca_06067,VFW Post 1267: 7576 Stockton Blvd,Sacramento,95823,38.511091,-121.544122,True,916-821-2607,richard.munoz41@yahoo.com,,23
San Diego Bulldog #835,mcl-det-835-ca,local,Det 835,mcl_ca_06019,MCL,world-war-1,,CA,california,San Diego County,,ca_06073,La Mesa Veterans Club: 8118 University Ave,La Mesa,91942,32.785274,-117.099548,True,858-353-4687,namvet1968@att.net,,835
San Fernando Valley #1277,mcl-det-1277-ca,local,Det 1277,mcl_ca_06019,MCL,world-war-1,,CA,california,Los Angeles County,,ca_06037,American Legion Post #176 602 Pico St,San Fernando,91340,34.277391,-118.438509,True,,jespar7282@gmail.com,,1277
San Francisco Detachment #1458,mcl-det-1458-ca,local,Det 1458,mcl_ca_06019,MCL,world-war-1,,CA,california,San Francisco County,,ca_06075,401 Van Ness Ave,San Francisco,,37.779577,-122.421017,True,703-314-9195,topperez1@mac.com,,1458
San Jose #1122,mcl-det-1122-ca,local,Det 1122,mcl_ca_06019,MCL,world-war-1,,CA,california,Santa Clara County,,ca_06085,American Legion Post #419 958 Homestead Rd,Santa Clara,95103,37.376576,-121.821623,True, (408) 781-7379,Gary.bondaug@gmail.com,,1122
Santa Barbara #24,mcl-det-24-ca,local,Det 24,mcl_ca_06019,MCL,world-war-1,,CA,california,Santa Barbara County,,ca_06083,112 W. Cabrillo Blvd,Santa Barbara,93101,34.411057,-119.69121,True,(805) 565-3208,,,24
Santa Rosa #686,mcl-det-686-ca,local,Det 686,mcl_ca_06019,MCL,world-war-1,,CA,california,Sonoma County,,ca_06097,Santa Rosa Vets Building: 1351 Maple Ave,Santa Rosa,95404,38.434341,-122.70116,True,707-293-0198,rechonita@hotmail.com,,686
Sgt Major Jack G Chalfcraft #965,mcl-det-965-ca,local,Det 965,mcl_ca_06019,MCL,world-war-1,,CA,california,Orange County,,ca_06059,Cable Airport,1749 W 13th St,,34.111058,-117.68485,True,909-367-8794,jerrydye55jd@gmail.com,,965
Siskiyou #936,mcl-det-936-ca,local,Det 936,mcl_ca_06019,MCL,world-war-1,,CA,california,Siskiyou County,,ca_06093,101 3rd St,Yreka,96097,41.731865,-122.636903,True,,usmc_thomson@yahoo.com,,936
Six Rivers #655,mcl-det-655-ca,local,Det 655,mcl_ca_06019,MCL,world-war-1,,CA,california,Humboldt County,,ca_06023,Cutten Chalet: 3980 Walnut Dr.,EUREKA,95503,40.804171,-124.150745,True,(707) 499-5317,papadurkin@gmail.com,,655
South Coast #22,mcl-det-22-ca,local,Det 22,mcl_ca_06019,MCL,world-war-1,,CA,california,Orange County,,ca_06059,Elks Lodge: 1505 N. El Camino Real,San Clemente,92672,33.432368,-117.626147,True,949-290-2957,roweriam@gmail.com,,22
Southwest Riverside County #1057,mcl-det-1057-ca,local,Det 1057,mcl_ca_06019,MCL,world-war-1,,CA,california,Orange County,,ca_06059,Wildomar VFW Post 1508 21180 Waite St,Wildomar,92595,33.565917,-117.214172,True,760-450-2456,antonio.a.thomas05@gmail.com,,1057
Tehama #1140,mcl-det-1140-ca,local,Det 1140,mcl_ca_06019,MCL,world-war-1,,CA,california,Tehama County,,ca_06103,355 Gilmore Road,RED BLUFF,96080,40.173886,-122.238946,True,530-736-7085,bumthumb1@yahoo.com,,1140
Teufel Hunden #1360,mcl-det-1360-ca,local,Det 1360,mcl_ca_06019,MCL,world-war-1,,CA,california,Los Angeles County,,ca_06037,American Legion Post 790: 330 N Azusa Ave,West Covina,91791,34.076672,-117.907218,True,626-617-3306,mcl1360@yahoo.com,www.mcl1360.com,1360
Victor Valley #1383,mcl-det-1383-ca,local,Det 1383,mcl_ca_06019,MCL,world-war-1,,CA,california,Los Angeles County,,ca_06037,Elks Lodge 14041 Hesperia Rd,Victorville,92345,34.536509,-117.246618,True,760-696-2551,esebanpenameza@gmail.com,,1383
W H Nichols #940,mcl-det-940-ca,local,Det 940,mcl_ca_06019,MCL,world-war-1,,CA,california,Sacramento County,,ca_06067,Folsom Veterans Hall: 1300 Veterans Way,Folsom,95630,38.673894,-121.184518,True,(916) 496-0725,Jackcorrie@aol.com,,940
Yolo County #627,mcl-det-627-ca,local,Det 627,mcl_ca_06019,MCL,world-war-1,,CA,california,Sacramento County,,ca_06067,Elks Lodge 500 Bush St,Woodland,95695,38.676306,-121.774343,True,530-383-2369,doc.rowe627@gmail.com,,627
'Home of Heroes' Pueblo #1376,mcl-det-1376-co,local,Det 1376,mcl_co_08005,MCL,world-war-1,,CO,colorado,El Paso County,,co_08041,American Legion Post #2: 701 W 9th Street,Pueblo,81003,38.275467,-104.616529,True,719-675-0297,ve1969sr@icloud.com,,1376
Foothills #469,mcl-det-469-co,local,Det 469,mcl_co_08005,MCL,world-war-1,,CO,colorado,Jefferson County,,co_08059,American Legion Post 161 6230 W 60th Ave,Arvada,80003-5606,39.74317,-105.128659,True,303-514-3882,kempojitus36@gmail.com,,469
Frank J Carroll/Windsor Marines #28,mcl-det-28-co,local,Det 28,mcl_co_08005,MCL,world-war-1,,CO,colorado,Denver County,,co_08031,597 S CLINTON ST,DENVER,80247,39.667231,-104.924402,True,720-916-7788,mark.butkovich@seakr.com,,28
Loveland #1250,mcl-det-1250-co,local,Det 1250,mcl_co_08005,MCL,world-war-1,,CO,colorado,Boulder County,,co_08013,Valley Christian Church: 697 N Denver Ave,Loveland,80537,40.396571,-105.046039,True,970-779-5717,robert.towles@comcast.net,,1250
Lt Harry T Ostrum Jr. #1420,mcl-det-1420-co,local,Det 1420,mcl_co_08005,MCL,world-war-1,,CO,colorado,Chaffee County,,co_08015,Salida Elks Lodge #808: 148 East Second St,Salida,81201-2115,38.535118,-105.991477,True,(719)207-4399 / (907)388-1705,gascreek52@charter.net,,1420
Northern Colorado #785,mcl-det-785-co,local,Det 785,mcl_co_08005,MCL,world-war-1,,CO,colorado,Larimer County,,co_08069,2124 N. US Hwy 287 American Legion,LA PORTE,80524,40.62635,-105.115756,True,,,artaliceevans@gmail.com,785
Pike's Peak #29,mcl-det-29-co,local,Det 29,mcl_co_08005,MCL,world-war-1,,CO,colorado,El Paso County,,co_08041,DAV Chapter 26. 6880 Palmer Park Blvd,Colorado Springs,80915,38.834045,-104.816585,True,719-332-0557,osa@divide.net,,29
